date,Open,High,Low,Close,Volume,ticker,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,V,V,V,V,V,RMS.PA,RMS.PA,RMS.PA,RMS.PA,RMS.PA,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2020-01-17,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,76.60559336877427,77.04755940221253,76.31819199284013,76.45585632324219,110843200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,101832400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,76.78188487821575,77.17796271987189,76.23364516080848,77.0982666015625,104472000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,146537600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,74.8835775011878,75.29656298354921,73.6325409726232,74.6155014038086,161940000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,75.49706227081296,76.89783652233591,75.39804092914581,76.72636413574219,162234000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,78.35899064388555,79.1801343637196,77.6175430675433,78.3324203491211,216229200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,77.50884783770134,77.9314960376563,74.45612410034879,74.75077056884766,199588400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,73.49247724374133,75.71198454702287,72.99013293890515,74.54547882080078,173788400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,78.13437974665777,78.43386124893598,77.03066957303884,77.63445281982422,118826800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,77.90493506301061,78.54494373627665,77.34704001476739,78.54252624511719,105425600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,78.04141892687844,78.29076771071938,76.9835021703116,77.47493743896484,117684000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,76.05870463365227,77.84288024902344,75.97881937100627,77.84288024902344,109348800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,78.33916745517011,78.41179042644524,77.15536130814662,77.37323760986328,94323200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,77.82353527181141,79.215532428976,77.82353527181141,79.210693359375,113730400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,78.48202753592008,78.97346286364416,78.27867575078193,78.64664459228516,94747600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,78.61514926442095,78.91534147799902,78.15760972810558,78.6659927368164,80113600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,76.34439515994225,77.40715844205181,76.16283028478497,77.22559356689453,152531200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,77.46767279180867,78.57400976696101,77.46767279180867,78.34402465820312,93984000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,78.10434874137093,78.59336068691168,77.0343234338156,77.540283203125,100566000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,77.13359500928858,77.57661741601534,75.16785392447004,75.78517150878906,129554000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,71.9626330750162,73.63786746473984,70.01867883709842,72.18534851074219,222195200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,72.85593184219474,73.23842524425972,69.26820830101296,69.74027252197266,230673600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,69.36503539122887,72.11271828103145,69.35777309270347,70.84660339355469,198054800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,68.05053545153767,69.23675815208871,66.07994725024982,66.21551513671875,320605600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,62.27916414492055,67.39929122080478,62.06370365251087,66.17675018310547,426510000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,73.51440897960677,73.5942942720579,69.18831712034967,70.04046630859375,319475600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,71.76410400685508,73.44902354050599,70.9627984910642,73.28924560546875,219178400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,71.5413986547228,72.51700693831131,70.546426702123,70.91197967529297,187572800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,68.26838538116881,70.403589845972,68.08198145661343,69.97025299072266,226176800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,63.8503047343462,67.32182373363995,63.668739886760385,64.4361572265625,286744800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,67.09186034094932,69.34326197621986,65.2108433903716,69.07696533203125,285290000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,67.15237416724361,68.07956216167183,65.81362880191305,66.6778793334961,255598800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,61.95960092945028,65.36333551368728,60.037434101460896,60.09311294555664,418474000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,64.12629016039305,67.76484959839499,61.23577335258076,67.29277801513672,370732000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,58.572812608634756,62.71975075656297,58.10074479595678,58.63575744628906,322423600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,59.9188176066588,62.363888604538765,57.71340983694092,61.21398162841797,324056000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,58.04507418797264,60.521617752082875,57.403542823432716,59.71546936035156,300233600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,59.88978049795359,61.209151215242166,58.732607296211974,59.2579345703125,271857200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,59.83892290297791,60.96462703593952,55.19570687816326,55.49589538574219,401693200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,55.215071106899224,55.31674696000738,51.46999389466009,54.31692886352539,336752800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,57.219546221042535,59.96238579534628,56.720848788250144,59.76629638671875,287531200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,60.70318009593795,62.518828553443576,59.14172316127237,59.437068939208984,303602000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,59.67913853545302,62.62290626194224,59.64040382609186,62.5648078918457,252087200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,61.187354431284916,61.94266302499107,59.80746231049624,59.97450256347656,204216800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,60.700752934026376,61.85792577669411,60.376354309647304,61.68604278564453,167976400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,61.87730177654374,63.54527367451045,61.005789027148815,61.56016540527344,197002000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,59.67432284255445,60.2117551734068,57.890146501900915,58.32106018066406,176218400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,58.18304802836145,59.34748309215544,57.35027017067756,59.29422378540039,165934000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,58.77859292542469,59.48064217824671,57.85140134510496,58.44209289550781,129880000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,60.73949357260216,63.6953672894155,60.371524799496335,63.540435791015625,201820400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,65.55700704789928,65.7748907610296,62.700389921682174,62.80448532104492,202887200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,63.6057895375852,64.72665094840988,63.240244033180964,64.41194152832031,168895200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,65.04861853557672,65.3802757210065,64.0802729370591,64.8767318725586,161834800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,64.95421592166439,66.25906545571533,64.35383885573385,66.1501235961914,131022800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,67.78420685231022,69.78142008992293,67.31213531371759,69.49091339111328,194994800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,68.36522365380796,69.31662179135925,67.93673322392213,68.85665893554688,131154400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,69.57081834931556,69.76933104897813,68.35312357088294,69.40377807617188,157125200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,68.91959068992213,69.46670842031787,67.02404968637673,68.46204376220703,215250000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,67.28794093663315,68.19091879039594,67.02164432762936,67.04100799560547,130015200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,66.8836471640781,67.11847132681476,64.25700758407963,64.96874237060547,180991600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,66.23727232674312,67.27582530173389,65.89593692179542,66.84007263183594,116862400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,66.78440647588174,68.20787638244808,66.54231995810906,66.5810546875,124814400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,67.10636816246496,68.51288987249583,67.05794791639367,68.50320434570312,126161200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,68.21996344716476,68.88328539052851,67.77210939351758,68.55162811279297,117087600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,69.01401479433288,69.1955796657155,67.34846591334697,67.4404525756836,112004800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,68.92927352946674,70.125181113428,68.7259218099285,69.65553283691406,137280800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,70.19538886698345,71.30172577794379,69.80563320705274,71.125,183064000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,69.29724910279991,72.38385146458401,69.2004159964793,69.97993469238281,240616800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,70.00415476707384,71.09838306103778,69.31420678113763,70.97007751464844,133568000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,71.43002407604543,72.86801811424831,71.2847707351164,72.03524017333984,147751200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,72.73729206539267,73.41029209502018,72.35237549978946,72.77845001220703,142333600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,73.40545924879912,73.87753081736858,73.10285116327836,73.53134155273438,115215200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,74.19158614011312,75.33489761770407,73.86388332203197,75.281494140625,133838400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,74.78875574566902,76.96129057605077,74.57999392969896,76.46610260009766,145946400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,77.15062231412254,77.60212591001033,75.47085322222706,75.59222412109375,162301200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,75.77185010542999,76.69427337454634,73.60173785754363,74.67951202392578,200622400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,73.91730709017112,75.19898348401253,73.19393386714296,75.13829803466797,158929200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,72.90749301488646,74.74019043820076,72.87350561087283,74.6940689086914,166348400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,76.01945410801251,76.82778105681554,75.32763848421635,76.4539566040039,135178400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,76.47093934712166,77.31810575212776,75.98060363958615,76.01216125488281,101729600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,76.87145211894088,77.56083776866723,76.83261255175897,77.49044799804688,111504800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,77.3520893444608,77.89340613060031,76.67483776673394,76.91272735595703,102688800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,76.65056790341653,77.49045978164982,76.5486205059651,77.40792846679688,81803200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,78.52695733358873,78.70658386082842,76.82776505743689,76.88359832763672,125522000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,76.74038038807967,77.36422105547973,76.00001360596808,77.21857452392578,112945200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,76.89332579430749,78.51241703823543,76.61660396391109,77.2525863647461,133560800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,77.49531352794295,77.9565214299296,76.82049167356892,77.17732238769531,153532400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,77.13118412965547,78.24779756086807,77.00010152222838,78.12642669677734,80791200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,77.8594283215851,78.51240432243173,77.41763649054919,78.48812866210938,87642800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,78.80856025827174,79.18238473569964,78.23568571032708,78.92021942138672,104491200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,78.74300150300884,79.04156912077111,77.8666999148798,78.24052429199219,87560400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,78.49055105874169,80.52958039964126,78.46142323225453,80.4688949584961,137250400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,80.16547259371143,80.97865903574063,79.45424095843477,80.94467163085938,95654400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,80.62426333660154,83.89398820325025,80.59270571799298,83.50074768066406,147712400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,84.44986470562118,86.11749956722853,84.010502671639,85.64900970458984,166651600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,84.79214852289937,85.21694672779525,81.43503225453793,81.53697967529297,201662400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,83.67794024802434,84.42558161332404,81.12915175448484,82.24090576171875,200146000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,80.89370059767263,83.91097923516973,80.7310603407497,83.25800323486328,138808800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,85.31401697994849,85.73639268013275,83.67793988645191,85.46451568603516,165428800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,86.20975660722029,86.27044206272416,85.22422540246882,85.34559631347656,114406400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,85.30189085886494,85.7970861704287,84.77028576142695,85.37957000732422,96820400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,86.08593230301926,86.5519922849717,83.78230820460287,84.89163970947266,264476000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,85.28490923314024,87.25597160509083,85.23878769520459,87.11275482177734,135445200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,88.3580238217453,90.39220148949775,87.938077799927,88.97216033935547,212155600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,88.6007564046994,89.52074989472776,87.02778688442697,87.401611328125,192623200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,87.55696539217314,88.60075211142514,86.79718241483171,88.5619125366211,137522400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,88.45755414368656,88.67845010538643,85.69272105091628,85.8407974243164,205256800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,85.74852774385108,87.9137875283765,85.27032617462565,87.8191146850586,130646000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,87.40645879441105,88.83864125404429,87.38704271105858,88.55220031738281,140223200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,88.62988380492604,89.17362306010735,88.33616830453525,88.38471221923828,110737200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,89.29257157809708,89.92855390147346,88.27063068613485,88.38471221923828,114041600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,89.81446602565468,91.21751333373977,89.78290840638297,90.7490234375,118655600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,91.12768802006694,91.90688702119085,90.3557709756679,90.4674301147461,112424400.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,91.44569210278156,92.60599762201831,91.3583012018077,92.5744400024414,117092000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,93.46772976135745,93.52113325517837,91.92389542563048,92.97254180908203,125642800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,92.56715507244024,93.19343305098592,91.95544841683225,93.13516998291016,90257200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,94.44111522553601,97.0530191182004,92.49189905133328,92.70551300048828,191649200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,92.08652103195597,94.43140759023446,91.15197107556455,94.2396469116211,170989200.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,96.11602911039955,96.3660528370159,93.68861141203081,94.88775634765625,153198000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,93.75903916974545,94.57707801555576,93.12062692165681,93.72019958496094,110577600.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,94.17167989066034,94.32703078332698,93.05748856156698,93.53083801269531,92186800.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,93.61822848479565,95.64026431606665,93.2735318869254,95.50189971923828,90318000.0,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
